code,CAToAsset,NCAToAsset,tangibleAssetToAsset,ebitToInterest,CFOToOR,CFOToNP,CFOToGr,pubDate,statDate
sh.688458,0.9557559999999999,0.044244,0.9022020000000001,-24.064329999999998,-0.453032,,-0.453032,2023-05-19,2023-03-31
sh.688459,0.9120870000000001,0.087913,0.8522569999999999,,-0.242525,,-0.242525,2023-04-29,2023-03-31
sh.688466,0.673091,0.326909,0.353837,15.062448999999999,0.604072,6.465508,0.604072,2023-04-28,2023-03-31
sh.688468,0.721458,0.278542,0.765382,,0.181026,0.524493,0.181026,2023-04-28,2023-03-31
sh.688469,0.23575700000000002,0.764243,0.067579,-5.625325,0.188468,,0.188468,2023-05-09,2023-03-31
sh.688472,0.67275,0.32725,0.204247,21.502972,-0.078711,-1.0136,-0.078711,2023-05-23,2023-03-31
sh.688475,0.851967,0.148033,0.647224,,0.060742,0.7189979999999999,0.060742,2023-04-15,2023-03-31
sh.688478,0.62607,0.37393000000000004,0.750358,,-1.047563,-16.484626000000002,-1.047563,2023-04-21,2023-03-31
sh.688479,0.970096,0.029904000000000003,0.701803,,-0.078179,-0.360097,-0.078179,2023-05-10,2023-03-31
sh.688480,0.75331,0.246691,0.527094,,0.19053699999999998,1.333559,0.19053699999999998,2023-04-25,2023-03-31
sh.688484,0.974987,0.025013,0.850772,149.67976399999998,-0.08669299999999999,-0.799953,-0.08669299999999999,2023-04-27,2023-03-31
sh.688485,0.8529770000000001,0.14702300000000001,0.7847850000000001,,-1.3999629999999998,,-1.3999629999999998,2023-04-26,2023-03-31
sh.688486,0.922592,0.077408,0.963983,,0.130075,0.9203950000000001,0.130075,2023-04-20,2023-03-31
sh.688488,0.487609,0.512391,0.565979,1.117177,-0.500997,-116.055971,-0.500997,2023-04-25,2023-03-31
sh.688489,0.9181950000000001,0.08180599999999999,0.9528110000000001,,-0.941174,,-0.941174,2023-04-26,2023-03-31
sh.688496,0.6003069999999999,0.39969299999999996,0.5310239999999999,1.169551,-0.626941,,-0.626941,2023-04-26,2023-03-31
sh.688498,0.7546930000000001,0.24530700000000003,0.9263540000000001,,-0.71618,-2.1072900000000003,-0.71618,2023-04-26,2023-03-31
sh.688499,0.732243,0.267757,0.216178,-4.402146,-0.533361,,-0.533361,2023-04-28,2023-03-31
sh.688500,0.886525,0.113475,0.7253229999999999,,0.044489999999999995,,0.044489999999999995,2023-04-29,2023-03-31
sh.688501,0.834248,0.165752,0.445571,0.56176,-1.040477,,-1.040477,2023-04-29,2023-03-31
sh.688502,0.78214,0.21786,0.8396399999999999,9.895183,-0.173572,-1.55365,-0.173572,2023-04-25,2023-03-31
sh.688503,0.933053,0.066947,0.7320800000000001,13.426991000000001,-0.32414299999999996,-4.672962,-0.32414299999999996,2023-04-20,2023-03-31
sh.688505,0.653911,0.346089,0.725967,,-0.847276,-18.223557999999997,-0.847276,2023-04-26,2023-03-31
sh.688506,0.654406,0.345594,0.370716,-27.654578000000004,-1.522365,,-1.522365,2023-04-29,2023-03-31
sh.688507,0.709427,0.290573,0.704911,-45.000995,-9.951016000000001,,-9.951016000000001,2023-04-28,2023-03-31
sh.688508,0.770043,0.22995700000000002,0.850558,,-0.125443,-1.2048530000000002,-0.125443,2023-04-22,2023-03-31
sh.688509,0.748282,0.251718,0.340435,,-0.364348,,-0.364348,2023-04-26,2023-03-31
sh.688510,0.472,0.528,0.612351,11.582236,-0.140706,-1.292646,-0.140706,2023-04-26,2023-03-31
sh.688511,0.9093559999999999,0.090644,0.902641,,-0.041772000000000004,-0.106057,-0.041772000000000004,2023-04-28,2023-03-31
sh.688512,0.813959,0.186041,0.751895,,-0.26155900000000004,,-0.26155900000000004,2023-05-15,2023-03-31
sh.688513,0.562422,0.43757799999999997,0.780216,,0.118529,0.540022,0.118529,2023-04-28,2023-03-31
sh.688515,0.96552,0.034480000000000004,0.9080870000000001,,-0.171523,,-0.171523,2023-04-26,2023-03-31
sh.688516,0.890645,0.109355,0.25905300000000003,49.979508,0.071976,0.345817,0.071976,2023-04-28,2023-03-31
sh.688517,0.794512,0.205488,0.604812,,0.500958,4.810911,0.500958,2023-04-28,2023-03-31
sh.688518,0.872229,0.127771,0.38417399999999996,,-0.09815,-0.8540280000000001,-0.09815,2023-04-28,2023-03-31
sh.688519,0.640668,0.35933200000000004,0.52013,,-0.054902,,-0.054902,2023-04-29,2023-03-31
sh.688520,0.509506,0.490494,-0.182917,-4.819502,-0.371044,,-0.371044,2023-04-26,2023-03-31
sh.688521,0.619379,0.380621,0.535746,-9.155064,-0.488511,,-0.488511,2023-04-22,2023-03-31
sh.688522,0.9453590000000001,0.054640999999999995,0.9293950000000001,,-2.06298,-8.543629,-2.06298,2023-04-18,2023-03-31
sh.688523,0.407993,0.592007,0.421807,,-3.3533209999999998,-16.09369,-3.3533209999999998,2023-05-16,2023-03-31
sh.688525,0.8211510000000001,0.178849,0.41640699999999997,-12.245638,-1.519296,,-1.519296,2023-04-25,2023-03-31
sh.688526,0.5970340000000001,0.402966,0.757946,,0.637187,1.315077,0.637187,2023-04-18,2023-03-31
sh.688528,0.5723020000000001,0.427699,0.667995,,-0.47763,,-0.47763,2023-04-21,2023-03-31
sh.688529,0.81908,0.18092,0.23225300000000001,3.299182,-0.673509,-9.979391,-0.673509,2023-04-26,2023-03-31
sh.688531,0.9384530000000001,0.061547000000000004,0.877639,,-0.157922,-1.241303,-0.157922,2023-04-25,2023-03-31
sh.688533,0.679349,0.320651,0.478254,,0.134851,2.035029,0.134851,2023-04-29,2023-03-31
sh.688535,0.859827,0.140173,0.8859090000000001,,-0.088812,-1.1616090000000001,-0.088812,2023-04-27,2023-03-31
sh.688536,0.849132,0.150868,0.9050790000000001,,-0.322258,-60.381693999999996,-0.322258,2023-04-29,2023-03-31
sh.688538,0.16109,0.83891,0.477603,-3.843814,-0.119799,,-0.119799,2023-04-27,2023-03-31
sh.688539,0.780836,0.219164,0.734211,1020.4726509999999,-0.556772,-2.463636,-0.556772,2023-04-17,2023-03-31
sh.688543,0.459764,0.5402359999999999,0.36046100000000003,4.493864,-1.2004,-15.603128,-1.2004,2023-06-02,2023-03-31
sh.688550,0.568763,0.431237,0.8866850000000001,,0.28775700000000004,5.606283,0.28775700000000004,2023-04-21,2023-03-31
sh.688551,0.863575,0.136425,0.731202,,0.003708,0.016509,0.003708,2023-04-25,2023-03-31
sh.688552,0.866768,0.133232,0.45317799999999997,,11.000925,,11.000925,2023-05-17,2023-03-31
sh.688553,0.654896,0.345104,0.837468,,-0.234619,-1.452615,-0.234619,2023-04-29,2023-03-31
sh.688556,0.792531,0.20746900000000001,0.360767,50.739295,-0.14861300000000002,-0.559601,-0.14861300000000002,2023-04-28,2023-03-31
sh.688557,0.667974,0.33202600000000004,0.668768,,-0.329346,,-0.329346,2023-04-29,2023-03-31
sh.688558,0.775407,0.224593,0.732445,264.96138199999996,0.06057100000000001,0.443222,0.06057100000000001,2023-04-29,2023-03-31
sh.688559,0.807702,0.192298,0.190333,20.326282,-0.457528,-13.111070000000002,-0.457528,2023-04-28,2023-03-31
sh.688560,0.799829,0.20017100000000002,0.799143,,-0.185667,-3.8950449999999996,-0.185667,2023-04-26,2023-03-31
sh.688561,0.593909,0.406091,0.552036,-234.259158,-0.7835409999999999,,-0.7835409999999999,2023-04-27,2023-03-31
sh.688562,0.838074,0.161926,0.202688,,-1.19899,,-1.19899,2023-05-23,2023-03-31
sh.688563,0.8691479999999999,0.130852,0.6076239999999999,393.187974,-0.362064,-1.7434009999999998,-0.362064,2023-06-30,2023-03-31
sh.688565,0.724097,0.275903,0.443479,-3.152807,-0.8503950000000001,,-0.8503950000000001,2023-04-29,2023-03-31
sh.688566,0.56581,0.43418999999999996,0.841743,,0.6208739999999999,2.708054,0.6208739999999999,2023-04-28,2023-03-31
sh.688567,0.663905,0.336095,0.347018,,-0.106054,,-0.106054,2023-04-29,2023-03-31
sh.688568,0.837255,0.162745,0.605459,,-0.80019,-19.115194,-0.80019,2023-04-18,2023-03-31
sh.688569,0.777567,0.222433,0.6412800000000001,,0.154033,0.547058,0.154033,2023-04-20,2023-03-31
sh.688570,0.8655579999999999,0.134442,0.588666,,-0.05894099999999999,-0.29488400000000003,-0.05894099999999999,2023-05-17,2023-03-31
sh.688571,0.82747,0.17253,0.7872439999999999,,0.061799,1.108579,0.061799,2023-04-28,2023-03-31
sh.688575,0.523479,0.47652100000000003,0.5871890000000001,,-0.548041,-5.339303,-0.548041,2023-04-29,2023-03-31
sh.688576,0.74378,0.25622,0.779465,,-0.016239,-0.045738,-0.016239,2023-05-18,2023-03-31
sh.688577,0.533037,0.466963,0.553187,17.167023999999998,-0.076973,-1.312082,-0.076973,2023-04-26,2023-03-31
sh.688578,0.659683,0.340317,0.9074709999999999,,-0.07430199999999999,-0.58906,-0.07430199999999999,2023-04-29,2023-03-31
sh.688579,0.45622799999999997,0.543772,0.7283149999999999,,-0.4389,-3.1626849999999997,-0.4389,2023-04-27,2023-03-31
sh.688580,0.766279,0.233721,0.793164,,0.11675799999999999,0.370823,0.11675799999999999,2023-04-26,2023-03-31
sh.688581,0.693102,0.306898,0.8211129999999999,,0.11866199999999999,0.313587,0.11866199999999999,2023-05-18,2023-03-31
sh.688582,0.820644,0.179356,0.8550040000000001,-36.282044,-0.077375,,-0.077375,2023-06-09,2023-03-31
sh.688585,0.7146140000000001,0.28538600000000003,0.654146,20.975824,-0.07444500000000001,-1.34702,-0.07444500000000001,2023-04-24,2023-03-31
sh.688586,0.792692,0.207308,0.652783,,-0.427728,-2.168063,-0.427728,2023-04-27,2023-03-31
sh.688588,0.632016,0.36798400000000003,0.946616,5.526641000000001,-0.031226999999999998,-0.13129200000000002,-0.031226999999999998,2023-04-29,2023-03-31
sh.688589,0.879079,0.120921,0.747149,,0.5223770000000001,2.7162599999999997,0.5223770000000001,2023-04-25,2023-03-31
sh.688590,0.8367879999999999,0.163212,0.5140680000000001,1.530508,-0.373998,-18.308181,-0.373998,2023-04-27,2023-03-31
sh.688593,0.762192,0.237808,0.848175,,0.272938,1.33304,0.272938,2023-05-15,2023-03-31
sh.688595,0.7492439999999999,0.250756,0.5272560000000001,-265.597532,-0.767746,,-0.767746,2023-04-29,2023-03-31
sh.688596,0.801963,0.198037,0.346485,3.3679089999999996,-0.316101,-8.682536,-0.316101,2023-04-25,2023-03-31
sh.688597,0.655868,0.344132,0.641302,-9.282629,-0.009694,,-0.009694,2023-04-20,2023-03-31
sh.688598,0.5975699999999999,0.40243,0.8356049999999999,137.236407,0.177974,0.454715,0.177974,2023-04-29,2023-03-31
sh.688599,0.699479,0.300521,0.21763000000000002,14.720322,-0.041905,-0.48490500000000003,-0.041905,2023-04-27,2023-03-31
sh.688600,0.815392,0.184608,0.6573479999999999,,-0.126152,-11.420502,-0.126152,2023-04-26,2023-03-31
sh.688601,0.9600360000000001,0.039964,0.851297,110.78451299999999,0.014209999999999999,0.086978,0.014209999999999999,2023-04-29,2023-03-31
sh.688602,0.458333,0.541667,0.717122,15.119898999999998,-0.313631,-3.1269139999999997,-0.313631,2023-07-03,2023-03-31
sh.688603,0.7486079999999999,0.251392,0.730654,52.271149,0.298175,1.977069,0.298175,2023-06-16,2023-03-31
sh.688606,0.8642620000000001,0.135738,0.88708,,-0.752432,-4.404878,-0.752432,2023-04-29,2023-03-31
sh.688607,0.889753,0.110247,0.906883,-5.7637540000000005,-0.327031,,-0.327031,2023-04-28,2023-03-31
sh.688608,0.915192,0.08480800000000001,0.9317409999999999,-6.125952,0.014153,,0.014153,2023-04-28,2023-03-31
sh.688609,0.7088979999999999,0.29110199999999997,0.385361,1.9489900000000002,-0.091363,-6.2413099999999995,-0.091363,2023-04-28,2023-03-31
sh.688610,0.8362700000000001,0.16373,0.6717390000000001,9.891288000000001,-0.383833,-7.539532,-0.383833,2023-06-28,2023-03-31
sh.688611,0.6447189999999999,0.355281,0.907149,,0.9128719999999999,2.61177,0.9128719999999999,2023-04-29,2023-03-31
sh.688613,0.784532,0.215468,0.8541700000000001,,0.26058000000000003,0.7428140000000001,0.26058000000000003,2023-04-21,2023-03-31
sh.688616,0.565887,0.434113,0.73769,,0.52771,10.338617999999999,0.52771,2023-04-27,2023-03-31
sh.688617,0.709322,0.29067800000000005,0.76125,118.35238700000001,0.33269299999999996,1.177793,0.33269299999999996,2023-04-28,2023-03-31
sh.688618,0.7925300000000001,0.20747,0.785934,25.560631,-0.066567,-0.418437,-0.066567,2023-04-27,2023-03-31
sh.688619,0.689136,0.310864,0.6041989999999999,-73.880537,-2.540033,,-2.540033,2023-04-27,2023-03-31
sh.688620,0.5975050000000001,0.402495,0.704166,2.0838810000000003,-0.012875,-0.368762,-0.012875,2023-06-05,2023-03-31
sh.688621,0.69945,0.30055,0.546791,70.718423,-0.357971,-1.7370900000000002,-0.357971,2023-04-29,2023-03-31
sh.688622,0.609065,0.390935,0.434342,-12.55983,-1.129433,,-1.129433,2023-04-26,2023-03-31
sh.688623,0.93578,0.06422,0.41513999999999995,,0.303183,1.215271,0.303183,2023-05-19,2023-03-31
sh.688625,0.39213899999999996,0.607861,0.375688,,0.168399,0.559746,0.168399,2023-04-25,2023-03-31
sh.688626,0.681859,0.318141,0.717483,,0.25462199999999996,0.9444940000000001,0.25462199999999996,2023-04-28,2023-03-31
sh.688627,0.7549640000000001,0.245036,0.6178939999999999,,0.289933,,0.289933,2023-06-29,2023-03-31
sh.688628,0.67477,0.32523,0.7882859999999999,61.946096,0.493978,2.9171110000000002,0.493978,2023-04-28,2023-03-31
sh.688629,0.667084,0.332916,0.42877299999999996,24.335931,-0.395468,-6.328189,-0.395468,2023-06-06,2023-03-31
sh.688630,0.830785,0.169215,0.690915,,-0.44633599999999996,-2.089469,-0.44633599999999996,2023-04-20,2023-03-31
sh.688631,0.878301,0.121699,0.27210100000000004,,-1.82902,,-1.82902,2023-06-07,2023-03-31
sh.688633,0.727221,0.272779,0.620441,,-0.072179,-0.35775,-0.072179,2023-04-28,2023-03-31
sh.688636,0.744692,0.255308,0.6482760000000001,-11.412208999999999,-0.796902,,-0.796902,2023-04-25,2023-03-31
sh.688638,0.947887,0.052113,0.12876400000000002,,0.09032799999999999,,0.09032799999999999,2023-06-20,2023-03-31
sh.688639,0.420387,0.579613,0.659555,26.977063,0.229343,1.130652,0.229343,2023-04-26,2023-03-31
sh.688655,0.46811899999999995,0.531881,0.6363770000000001,5.016811,0.161525,2.7530650000000003,0.161525,2023-04-28,2023-03-31
sh.688656,0.437662,0.562338,0.817117,14.128765,0.031276,0.454225,0.031276,2023-04-28,2023-03-31
sh.688658,0.651763,0.34823699999999996,0.586996,,0.192494,2.5398389999999997,0.192494,2023-04-28,2023-03-31
sh.688659,0.5473560000000001,0.45264399999999994,0.451672,2.041937,-0.504938,-14.877967000000002,-0.504938,2023-04-29,2023-03-31
sh.688660,0.6037,0.3963,0.178563,-37.67309,-0.868927,,-0.868927,2023-04-26,2023-03-31
sh.688661,0.780459,0.219541,0.9258069999999999,,-0.346107,,-0.346107,2023-04-29,2023-03-31
sh.688662,0.764451,0.23554899999999998,0.6641060000000001,0.054709,-0.160423,-7.689941999999999,-0.160423,2023-04-28,2023-03-31
sh.688663,0.9081040000000001,0.091896,0.459958,,-0.055585,-0.595068,-0.055585,2023-04-26,2023-03-31
sh.688665,0.693218,0.306782,0.7571399999999999,,0.20251,0.728228,0.20251,2023-04-28,2023-03-31
sh.688667,0.780293,0.219707,0.776758,,-0.28647399999999995,-4.891275,-0.28647399999999995,2023-04-29,2023-03-31
sh.688668,0.707613,0.292387,0.853842,,0.036815,0.179526,0.036815,2023-04-19,2023-03-31
sh.688669,0.55976,0.44023999999999996,0.29595,1.632142,-0.047570999999999995,-3.0616209999999997,-0.047570999999999995,2023-04-28,2023-03-31
sh.688670,0.530191,0.46980900000000003,0.749746,2557.1657579999996,0.060603,0.177109,0.060603,2023-04-20,2023-03-31
sh.688676,0.757858,0.242142,0.343129,5.7769129999999995,-0.145756,-2.168701,-0.145756,2023-04-11,2023-03-31
sh.688677,0.6622279999999999,0.33777199999999996,0.8776129999999999,23.842192999999998,0.121228,0.37717399999999995,0.121228,2023-04-21,2023-03-31
sh.688678,0.37852199999999997,0.621478,0.563657,2.012371,0.44777100000000003,9.630768,0.44777100000000003,2023-04-29,2023-03-31
sh.688679,0.662095,0.337905,0.40637199999999996,1.40139,-0.27023600000000003,,-0.27023600000000003,2023-04-28,2023-03-31
sh.688680,0.822443,0.177557,0.338062,1.671373,-0.533428,-31.680676000000002,-0.533428,2023-04-28,2023-03-31
sh.688681,0.715611,0.284389,0.713792,,-0.15832100000000002,,-0.15832100000000002,2023-04-26,2023-03-31
sh.688682,0.847726,0.152274,0.634745,,-0.750009,-8.844729,-0.750009,2023-04-26,2023-03-31
sh.688683,0.577864,0.42213599999999996,0.745216,,0.141217,1.717111,0.141217,2023-04-28,2023-03-31
sh.688685,0.639568,0.36043200000000003,0.8082739999999999,,-0.395392,-3.6498180000000002,-0.395392,2023-04-28,2023-03-31
sh.688686,0.848109,0.151891,0.9079229999999999,,-0.024328,-0.092914,-0.024328,2023-04-25,2023-03-31
sh.688687,0.783039,0.21696100000000001,0.710651,,-0.47493500000000005,-4.094882,-0.47493500000000005,2023-04-22,2023-03-31
sh.688689,0.757329,0.242671,0.679917,2.411895,0.003658,0.045501,0.003658,2023-04-28,2023-03-31
sh.688690,0.537378,0.46262200000000003,0.6718430000000001,10.795825,-0.18753,-2.80115,-0.18753,2023-04-26,2023-03-31
sh.688696,0.7511909999999999,0.248809,0.54488,,0.092507,1.57228,0.092507,2023-04-28,2023-03-31
sh.688697,0.8404010000000001,0.159599,0.401866,35.958769000000004,0.008383,0.06166900000000001,0.008383,2023-04-29,2023-03-31
sh.688698,0.7550720000000001,0.244928,0.644071,94.03192800000001,-0.083457,-0.563764,-0.083457,2023-04-28,2023-03-31
sh.688699,0.77151,0.22849,0.8762620000000001,,-0.14721800000000002,,-0.14721800000000002,2023-04-29,2023-03-31
sh.688700,0.809868,0.190132,0.487108,,0.11499300000000001,0.532984,0.11499300000000001,2023-04-08,2023-03-31
sh.688701,0.9405020000000001,0.059498,0.47012600000000004,-4.746491000000001,-0.733798,,-0.733798,2023-04-29,2023-03-31
sh.688707,0.7036640000000001,0.296336,0.38360500000000003,5.263473,-0.387629,-11.008363000000001,-0.387629,2023-04-29,2023-03-31
sh.688711,0.584679,0.415321,0.5329699999999999,12.118046000000001,-0.210306,-2.254819,-0.210306,2023-04-26,2023-03-31
sh.688718,0.48600600000000005,0.513994,0.65484,10.909392,-0.019969,-0.25607800000000003,-0.019969,2023-04-28,2023-03-31
sh.688722,0.611272,0.388728,0.793574,,0.005122,0.023074,0.005122,2023-04-13,2023-03-31
sh.688728,0.45056899999999994,0.549431,0.395978,-1.357954,-0.021687,,-0.021687,2023-04-29,2023-03-31
sh.688733,0.586489,0.41351099999999996,0.691344,17.579054,-0.13658399999999998,-1.144089,-0.13658399999999998,2023-04-28,2023-03-31
sh.688737,0.735635,0.264365,0.75626,,-0.665481,-31.080184999999997,-0.665481,2023-04-28,2023-03-31
sh.688739,0.75276,0.24724000000000002,0.9200530000000001,,0.30711900000000003,0.8546219999999999,0.30711900000000003,2023-04-28,2023-03-31
sh.688766,0.9275260000000001,0.072474,0.8679479999999999,,-0.40451,,-0.40451,2023-04-28,2023-03-31
sh.688767,0.8121550000000001,0.187845,0.860037,4.135269999999999,-0.193484,-1.744141,-0.193484,2023-04-29,2023-03-31
sh.688768,0.806604,0.193396,0.7535189999999999,,-0.622963,,-0.622963,2023-04-25,2023-03-31
sh.688772,0.461983,0.538017,0.259783,-3.574001,0.135428,,0.135428,2023-04-22,2023-03-31
sh.688776,0.897209,0.10279100000000001,0.75407,,-0.067363,-0.545504,-0.067363,2023-04-28,2023-03-31
sh.688777,0.8860370000000001,0.11396300000000001,0.389358,40.2655,-0.5002,-7.519535,-0.5002,2023-04-27,2023-03-31
sh.688778,0.658111,0.341889,0.5790569999999999,3.332086,0.188724,5.843641000000001,0.188724,2023-04-22,2023-03-31
sh.688779,0.692811,0.307189,0.50856,,-1.0580829999999999,-2202.206619,-1.0580829999999999,2023-04-25,2023-03-31
sh.688786,0.596059,0.403941,0.762916,,-0.082057,-0.396047,-0.082057,2023-04-25,2023-03-31
sh.688787,0.668151,0.331849,0.952046,-53.925579000000006,-0.787177,,-0.787177,2023-04-25,2023-03-31
sh.688788,0.9418989999999999,0.058101,0.912098,,-4.484334,,-4.484334,2023-04-29,2023-03-31
sh.688789,0.74236,0.25764000000000004,0.763664,,0.234843,0.982979,0.234843,2023-04-29,2023-03-31
sh.688793,0.778392,0.221608,0.583155,0.416454,-0.06944700000000001,,-0.06944700000000001,2023-04-24,2023-03-31
sh.688798,0.6887949999999999,0.311205,0.709952,-18.187085,-0.386375,,-0.386375,2023-04-26,2023-03-31
sh.688799,0.619884,0.380116,0.7372310000000001,,0.185771,1.485303,0.185771,2023-04-29,2023-03-31
sh.688800,0.806279,0.193721,0.634935,112.287581,0.017919,0.143949,0.017919,2023-04-28,2023-03-31
sh.688819,0.71791,0.28209,0.320198,,0.017366,0.313274,0.017366,2023-04-29,2023-03-31
sh.688981,0.38005900000000004,0.619941,0.419882,,0.519169,2.882271,0.519169,2023-05-12,2023-03-31
sh.689009,0.761667,0.238333,0.48121499999999995,1.632371,-0.011944,-1.1444020000000001,-0.011944,2023-04-27,2023-03-31
sz.000001,,,,,2.420418,7.475414,2.420418,2023-04-25,2023-03-31
sz.000002,0.803779,0.196222,0.104977,4.226552,0.102248,2.470716,0.102248,2023-04-29,2023-03-31
sz.000004,0.8700760000000001,0.129924,0.534762,,-1.408143,,-1.408143,2023-04-29,2023-03-31
sz.000005,0.564531,0.43546899999999994,0.430892,-1.366781,-1.487657,,-1.487657,2023-04-29,2023-03-31
sz.000006,0.842308,0.157692,0.27224699999999996,0.581958,-2.4324830000000004,,-2.4324830000000004,2023-04-29,2023-03-31
sz.000007,0.682561,0.31743899999999997,0.232312,,0.803474,,0.803474,2023-04-29,2023-03-31
sz.000008,0.45220200000000005,0.547798,0.107281,0.331987,-0.24186100000000002,,-0.24186100000000002,2023-04-28,2023-03-31
sz.000009,0.652065,0.347935,0.13051,5.560102,0.20994200000000002,3.704971,0.209848,2023-04-29,2023-03-31
sz.000010,0.755524,0.24447600000000003,0.152517,-0.311448,0.044947,,0.044947,2023-04-28,2023-03-31
sz.000011,0.868901,0.131099,0.190355,1.9732939999999999,-1.018666,-42.942344,-1.018666,2023-04-28,2023-03-31
sz.000012,0.313463,0.686537,0.450376,13.800579999999998,-0.069867,-0.724679,-0.069867,2023-04-26,2023-03-31
sz.000014,0.902544,0.097456,0.39145100000000005,,1.0414889999999999,2.510472,1.0414889999999999,2023-04-28,2023-03-31
sz.000016,0.489123,0.510877,0.127343,1.412877,-0.25707800000000003,-12.98745,-0.25707800000000003,2023-04-29,2023-03-31
sz.000017,0.992872,0.007128,0.739808,,-0.049799,-2.118974,-0.049799,2023-04-28,2023-03-31
sz.000019,0.57605,0.42395,0.5329520000000001,14.92348,-0.13952799999999999,-1.773048,-0.13952799999999999,2023-04-26,2023-03-31
sz.000020,0.552891,0.44710900000000003,0.5376810000000001,9.973114,0.19098099999999998,5.221623,0.19098099999999998,2023-04-25,2023-03-31
sz.000021,0.584953,0.415047,0.3433,,0.130186,4.168584,0.130186,2023-04-29,2023-03-31
sz.000023,0.780669,0.219331,0.030638,-6.029175,-0.062254,,-0.062254,2023-04-29,2023-03-31
sz.000025,0.399762,0.600238,0.6228560000000001,,-0.127702,-1.709229,-0.127702,2023-04-27,2023-03-31
sz.000026,0.720024,0.279976,0.731155,22.526086,0.066803,0.7769199999999999,0.066803,2023-04-25,2023-03-31
sz.000027,0.255802,0.7441979999999999,0.165984,2.61932,0.229622,2.428962,0.229622,2023-04-28,2023-03-31
sz.000028,0.771208,0.228792,0.25813,14.68486,0.011237,0.455667,0.011237,2023-04-26,2023-03-31
sz.000029,0.88077,0.11922999999999999,0.709741,,-1.678695,,-1.678695,2023-04-29,2023-03-31
sz.000030,0.450536,0.549465,0.441359,,-0.221431,-8.912365,-0.221431,2023-04-28,2023-03-31
sz.000031,0.723901,0.276099,0.058324,2.324961,0.451615,4.487805000000001,0.451615,2023-04-29,2023-03-31
sz.000032,0.811821,0.18817899999999999,0.081087,3.9703739999999996,-0.17161400000000002,-21.98467,-0.17161400000000002,2023-04-26,2023-03-31
sz.000034,0.7923319999999999,0.207668,0.159519,8.380878,0.003009,0.369679,0.003009,2023-04-29,2023-03-31
sz.000035,0.231852,0.7681479999999999,-0.12311,1.687041,-0.160115,-3.629422,-0.160115,2023-04-29,2023-03-31
sz.000036,0.754322,0.245678,0.5564859999999999,,-1.914808,-8.531814,-1.914808,2023-04-29,2023-03-31
sz.000037,0.586327,0.41367299999999996,0.574639,-5.621939,-0.331917,,-0.331917,2023-04-26,2023-03-31
sz.000039,0.530575,0.469425,0.268248,2.634122,0.021672,1.209741,0.021672,2023-04-28,2023-03-31
sz.000040,0.492648,0.507352,0.408803,1.502952,-0.072778,-2.6403849999999998,-0.072778,2023-04-28,2023-03-31
sz.000042,0.838357,0.161643,0.156252,2.270142,0.170195,11.736716,0.170195,2023-04-28,2023-03-31
sz.000045,0.49377,0.5062300000000001,0.492928,4.940894,0.0032979999999999997,0.128434,0.0032979999999999997,2023-04-29,2023-03-31
sz.000046,0.626468,0.37353200000000003,-0.12726300000000001,-1.085124,-0.298313,,-0.056535,2023-04-29,2023-03-31
sz.000048,0.40677199999999997,0.593228,0.202928,137.808878,-0.056962,-0.31051599999999996,-0.056962,2023-04-29,2023-03-31
sz.000049,0.622445,0.377556,0.28174899999999997,3.5538269999999996,0.251164,16.100803,0.251164,2023-04-28,2023-03-31
sz.000050,0.2624,0.7376,0.300825,-2.4643990000000002,0.059753999999999995,,0.059753999999999995,2023-04-29,2023-03-31
sz.000055,0.4153,0.5847,0.43535100000000004,4.1756720000000005,-0.176488,-1.9716490000000002,-0.176488,2023-04-25,2023-03-31
sz.000056,0.11098,0.88902,0.134865,0.362473,0.21069200000000002,,0.21069200000000002,2023-04-29,2023-03-31
sz.000058,0.6296649999999999,0.37033499999999997,0.335367,9.320428999999999,-0.041281,-0.42891599999999996,-0.041281,2023-04-27,2023-03-31
sz.000059,0.538438,0.461562,0.408254,-7.890531,-0.413975,,-0.413975,2023-04-29,2023-03-31
sz.000060,0.34670300000000004,0.653297,0.211927,6.260836,0.0019140000000000001,0.085619,0.001913,2023-04-28,2023-03-31
sz.000061,0.184118,0.815882,0.190914,5.311109,0.087719,1.00148,0.087719,2023-04-27,2023-03-31
sz.000062,0.67861,0.32139,0.317262,5.929378,0.315475,7.980115,0.315475,2023-04-28,2023-03-31
sz.000063,0.769233,0.230767,0.260652,,0.079799,0.8897370000000001,0.079799,2023-04-22,2023-03-31
sz.000065,0.639066,0.36093400000000003,0.267088,2.792467,0.146491,3.122604,0.146491,2023-04-25,2023-03-31
sz.000066,0.5863649999999999,0.41363500000000003,0.363568,-3.475162,-0.133178,,-0.133178,2023-04-29,2023-03-31
sz.000068,0.33216100000000004,0.6678390000000001,-0.023352,-1.506437,0.121234,,0.121234,2023-04-29,2023-03-31
sz.000069,0.753289,0.246711,0.107346,1.191447,-1.154097,,-1.154097,2023-04-29,2023-03-31
sz.000070,0.645383,0.354617,0.12012,1.569692,-0.225079,-98.317686,-0.225079,2023-04-29,2023-03-31
sz.000078,0.872676,0.127324,0.056274,2.039284,0.010994,0.992993,0.010994,2023-04-28,2023-03-31
sz.000088,0.188774,0.811226,0.5022770000000001,9.057011,0.317596,0.522807,0.317596,2023-04-29,2023-03-31
sz.000089,0.10391900000000001,0.8960809999999999,0.381508,-0.6445810000000001,0.196545,,0.196545,2023-04-28,2023-03-31
