code,CAToAsset,NCAToAsset,tangibleAssetToAsset,ebitToInterest,CFOToOR,CFOToNP,CFOToGr,pubDate,statDate
bj.430017,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.430047,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.430090,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.430139,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.430198,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.430300,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.430418,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.430425,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.430476,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.430478,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.430489,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.430510,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.430556,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.430564,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.430685,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.430718,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.830779,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.830799,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.830809,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.830832,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.830839,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.830879,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.830896,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.830946,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.830964,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.830974,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.831010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.831039,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.831087,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.831152,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.831167,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.831195,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.831278,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.831304,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.831305,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.831370,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.831445,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.831526,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.831641,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.831689,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.831726,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.831768,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.831832,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.831834,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.831855,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.831856,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.831906,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.831961,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.832000,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.832023,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.832089,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.832110,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.832145,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.832149,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.832171,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.832175,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.832225,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.832278,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.832419,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.832471,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.832491,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.832566,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.832651,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.832662,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.832735,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.832802,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.832876,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.832885,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.832982,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.833075,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.833171,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.833230,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.833266,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.833346,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.833394,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.833427,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.833429,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.833454,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.833455,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.833509,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.833523,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.833533,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.833575,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.833580,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.833751,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.833781,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.833819,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.833873,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.833914,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.833943,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.834014,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.834021,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.834033,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.834062,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.834261,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.834407,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.834415,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.834475,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.834599,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.834639,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.834682,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.834765,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.834770,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.834950,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.835174,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.835179,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.835184,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.835185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.835207,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.835237,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.835305,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.835368,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.835508,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.835640,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.835670,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.835857,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.835892,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.835985,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.836077,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.836149,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.836208,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.836221,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.836239,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.836247,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.836260,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.836263,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.836270,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.836395,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.836414,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.836422,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.836433,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.836675,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.836699,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.836717,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.836720,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.836807,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.836826,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.836871,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.836892,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.836942,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.836957,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.837006,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.837046,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.837092,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.837212,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.837242,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.837344,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.837592,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.837663,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.837821,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.838030,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.838163,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.838171,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.838227,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.838262,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.838275,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.838402,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.838670,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.838701,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.838810,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.838837,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.838924,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.838971,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.839167,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.839273,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.839371,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.839680,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.839719,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.839725,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.839729,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.839790,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.839792,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.839946,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.870199,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.870204,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.870299,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.870357,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.870436,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.870508,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.870866,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.871245,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.871396,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.871478,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.871553,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.871634,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.871642,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.871694,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.871753,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.871857,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.871970,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.871981,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.872190,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.872351,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.872374,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.872392,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.872541,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.872808,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.872895,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.872925,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.873001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.873122,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.873152,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.873167,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.873169,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.873223,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.873305,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.873339,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.873527,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.873576,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
bj.873593,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000002,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000003,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000004,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000005,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000006,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000007,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000008,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000009,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000011,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000012,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000013,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000015,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000016,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000017,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000018,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000019,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000021,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000022,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000025,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000026,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000027,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000028,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000029,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000030,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000031,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000032,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000033,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000034,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000035,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000036,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000037,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000038,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000039,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000041,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000042,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000043,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000044,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000045,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000046,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000047,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000048,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000049,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000050,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000051,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000052,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000053,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000054,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000056,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000057,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000058,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000059,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000060,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000061,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000062,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000063,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000064,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000065,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000066,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000067,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000068,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000069,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000070,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000071,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000072,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000073,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000074,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000075,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000076,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000077,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000078,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000079,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000090,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000091,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000092,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000093,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000094,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000095,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000096,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000097,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000098,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000099,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000100,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000101,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000102,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000106,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000107,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000109,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000110,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000111,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000112,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000113,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000114,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000115,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000116,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000117,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000118,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000119,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000120,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000121,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000122,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000123,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000125,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000126,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000128,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000129,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.000130,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
